"contract_id","segment_id","plan_id","contract_year","language_id","plan_cvrg_typ_id","mnthly_prm","ann_ddctbl","icl_lmt","thrshld","copay_amt_inn_prefrd","copay_amt_inn_prefrd_lvl","coins_amt_inn_prefrd","coins_amt_inn_prefrd_lvl","copay_amt_inn_general","copay_amt_inn_general_lvl","coins_amt_inn_general","coins_amt_inn_general_lvl","copay_amt_mail_ordr_prefrd","copay_amt_mail_ordr_prefrd_lvl","coins_amt_mail_ordr_prefrd","coins_amt_mail_ordr_prefrd_lvl","copay_amt_mail_ordr_general","copay_amt_mail_ordr_general_lvl","coins_amt_mail_ordr_general","coins_amt_mail_ordr_general_lvl","is_mdcr_dfnd_std_yn","post_thrshld_mdcr_std_cost"
"S5820","0","037","2019","1","2","46.00","415.00","3820.00","5100.00","$1 - $27","1","25% - 40%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5820","0","038","2019","1","2","42.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$1 - $25","1","25% - 44%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5820","0","803","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5820","0","804","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5820","0","807","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5820","0","808","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5820","0","810","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5820","0","811","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5820","0","812","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5820","0","813","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5820","0","814","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5820","0","815","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5820","0","816","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5820","0","817","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5820","0","818","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5820","0","819","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5820","0","820","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5820","0","821","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5820","0","822","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5820","0","823","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5820","0","824","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5820","0","825","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5820","0","826","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5820","0","827","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5820","0","828","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5820","0","829","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5820","0","830","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5820","0","831","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5820","0","832","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5820","0","833","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5820","0","834","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5820","0","835","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5820","0","836","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5857","0","802","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5857","0","803","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5877","0","803","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5877","0","804","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5884","0","001","2019","1","4","76.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","002","2019","1","4","73.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","004","2019","1","4","74.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","005","2019","1","4","73.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","008","2019","1","4","82.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","009","2019","1","4","78.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","010","2019","1","4","81.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","015","2019","1","4","77.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","019","2019","1","4","80.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","020","2019","1","4","76.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","021","2019","1","4","74.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","022","2019","1","4","75.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","024","2019","1","4","71.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","028","2019","1","4","73.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","030","2019","1","4","82.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","062","2019","1","4","78.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","065","2019","1","4","75.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","066","2019","1","4","74.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","071","2019","1","4","73.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","072","2019","1","4","80.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","073","2019","1","4","73.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","074","2019","1","4","77.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","076","2019","1","4","75.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","077","2019","1","4","75.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","078","2019","1","4","80.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","083","2019","1","4","71.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","085","2019","1","4","82.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","086","2019","1","4","76.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","087","2019","1","4","79.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","089","2019","1","4","64.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","092","2019","1","4","82.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","093","2019","1","4","60.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","094","2019","1","4","82.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$5 - $47","1","33% - 50%","1","$5 - $47","1","33% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","101","2019","1","2","33.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 36%","1","$0 - $1","1","25% - 36%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","102","2019","1","2","34.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 35%","1","$0 - $1","1","25% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","103","2019","1","2","29.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 37%","1","$0 - $1","1","25% - 37%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","104","2019","1","2","35.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 38%","1","$0 - $1","1","25% - 38%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","105","2019","1","2","38.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 42%","1","$0 - $1","1","25% - 42%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","106","2019","1","2","29.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 38%","1","$0 - $1","1","25% - 38%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","107","2019","1","2","26.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 40%","1","$0 - $1","1","25% - 40%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","108","2019","1","2","28.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 36%","1","$0 - $1","1","25% - 36%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","109","2019","1","2","30.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 40%","1","$0 - $1","1","25% - 40%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","110","2019","1","2","23.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 40%","1","$0 - $1","1","25% - 40%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","111","2019","1","2","30.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 35%","1","$0 - $1","1","25% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","112","2019","1","2","25.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 36%","1","$0 - $1","1","25% - 36%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","113","2019","1","2","34.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 39%","1","$0 - $1","1","25% - 39%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","114","2019","1","2","34.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 34%","1","$0 - $1","1","25% - 34%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","115","2019","1","2","41.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 47%","1","$0 - $1","1","25% - 47%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","116","2019","1","2","31.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 34%","1","$0 - $1","1","25% - 34%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","131","2019","1","2","35.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 35%","1","$0 - $1","1","25% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","132","2019","1","2","28.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 37%","1","$0 - $1","1","25% - 37%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","133","2019","1","2","28.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 37%","1","$0 - $1","1","25% - 37%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","134","2019","1","2","31.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 49%","1","$0 - $1","1","25% - 49%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","135","2019","1","2","23.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 37%","1","$0 - $1","1","25% - 37%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","136","2019","1","2","33.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 36%","1","$0 - $1","1","25% - 36%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","137","2019","1","2","31.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 38%","1","$0 - $1","1","25% - 38%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","138","2019","1","2","30.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 39%","1","$0 - $1","1","25% - 39%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","139","2019","1","2","40.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 39%","1","$0 - $1","1","25% - 39%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","140","2019","1","2","29.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 38%","1","$0 - $1","1","25% - 38%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","141","2019","1","2","23.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 43%","1","$0 - $1","1","25% - 43%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","142","2019","1","2","24.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 38%","1","$0 - $1","1","25% - 38%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","143","2019","1","2","22.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 37%","1","$0 - $1","1","25% - 37%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","144","2019","1","2","29.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 37%","1","$0 - $1","1","25% - 37%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","145","2019","1","2","31.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 39%","1","$0 - $1","1","25% - 39%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","146","2019","1","2","30.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 42%","1","$0 - $1","1","25% - 42%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","147","2019","1","2","39.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $1","1","25% - 38%","1","$0 - $1","1","25% - 38%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","148","2019","1","4","28.00","415.00","3820.00","5100.00","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","149","2019","1","4","30.00","415.00","3820.00","5100.00","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","150","2019","1","4","24.00","415.00","3820.00","5100.00","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","151","2019","1","4","29.00","415.00","3820.00","5100.00","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","152","2019","1","4","28.00","415.00","3820.00","5100.00","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","153","2019","1","4","26.00","415.00","3820.00","5100.00","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","154","2019","1","4","30.00","415.00","3820.00","5100.00","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","155","2019","1","4","28.00","415.00","3820.00","5100.00","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","156","2019","1","4","30.00","415.00","3820.00","5100.00","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","157","2019","1","4","29.00","415.00","3820.00","5100.00","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","158","2019","1","4","28.00","415.00","3820.00","5100.00","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","159","2019","1","4","26.00","415.00","3820.00","5100.00","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","160","2019","1","4","27.00","415.00","3820.00","5100.00","$1 - $4","1","21% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","21% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","161","2019","1","4","26.00","415.00","3820.00","5100.00","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","162","2019","1","4","26.00","415.00","3820.00","5100.00","$1 - $4","1","21% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","21% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","163","2019","1","4","23.00","415.00","3820.00","5100.00","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","164","2019","1","4","29.00","415.00","3820.00","5100.00","$1 - $4","1","21% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","21% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","165","2019","1","4","26.00","415.00","3820.00","5100.00","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","166","2019","1","4","27.00","415.00","3820.00","5100.00","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","167","2019","1","4","30.00","415.00","3820.00","5100.00","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","168","2019","1","4","27.00","415.00","3820.00","5100.00","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","169","2019","1","4","27.00","415.00","3820.00","5100.00","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","170","2019","1","4","23.00","415.00","3820.00","5100.00","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","171","2019","1","4","25.00","415.00","3820.00","5100.00","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","172","2019","1","4","22.00","415.00","3820.00","5100.00","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","173","2019","1","4","30.00","415.00","3820.00","5100.00","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","174","2019","1","4","26.00","415.00","3820.00","5100.00","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","175","2019","1","4","30.00","415.00","3820.00","5100.00","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","176","2019","1","4","26.00","415.00","3820.00","5100.00","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","177","2019","1","4","26.00","415.00","3820.00","5100.00","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","178","2019","1","4","29.00","415.00","3820.00","5100.00","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","179","2019","1","4","30.00","415.00","3820.00","5100.00","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","180","2019","1","4","25.00","415.00","3820.00","5100.00","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","$1 - $4","1","20% - 35%","1","Information Not Available","1","Information Not Available","1","N","1"
"S5884","0","834","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5904","0","001","2019","1","3","66.00","360.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $47","1","26% - 50%","1","Information Not Available","1","Information Not Available","1","$0 - $47","1","26% - 50%","1","N","1"
"S5904","0","002","2019","1","4","155.00",".00","3820.00","5100.00","$3 - $93","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","$3 - $93","1","33%","1","N","1"
"S5904","0","006","2019","1","4","40.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $13","1","20% - 50%","1","Information Not Available","1","Information Not Available","1","$0 - $13","1","20% - 50%","1","N","1"
